# 0          References for Cross Section of C2H4      Total   
# Lambda = 1.00-100. A                                                            
#    Synthesized from cross sections of atomic constituents 4*H + 2*C             
#    Barfield, W. D., Koontz, G. D., Huebner W. F. (1972)                         
#    J. Quant. Spectr. Rad. Trans. 12, 1409                                       
# Lambda = 180.-700. A                                                            
#    Lee, L. C., Carlson, R. W., Judge, D. L., Ogawa, M. (1973)                   
#    J. Quant. Spectr. Rad. Trans. 13, 1023                                       
# Lambda = 500.-1200. A                                                           
#    Schoen, R. I. (1962)                                                         
#    J. Chem. Phys. 37, 2032                                                      
# Lambda = 1065.-1960. A                                                          
#    Zelikoff, M., Watanabe, K. (1953)                                            
#    J. Opt. Soc. Am. 43, 756                                                     
#                                                                                 
# 0          References for Cross Section of C2H4      C2H4+   
# Lambda = 500.-1200. A                                                           
#    Lee, L. C., Carlson, R. W., Judge, D. L., Ogawa, M. (1973)                   
#    J. Quant. Spectr. Rad. Trans. 13, 1023                                       
#                                                                                 
# 0          References for Cross Section of C2H4      C2H2+H2 
# Lambda = 500.-1200. A                                                           
#    Lee, L. C., Carlson, R. W., Judge, D. L., Ogawa, M. (1973)                   
#    J. Quant. Spectr. Rad. Trans. 13, 1023                                       
#                                                                                 
# 0          References for Cross Section of C2H4      C2H3+H  
# Lambda = 500.-1200. A                                                           
#    Lee, L. C., Carlson, R. W., Judge, D. L., Ogawa, M. (1973)                   
#    J. Quant. Spectr. Rad. Trans. 13, 1023                                       
#                                                                                 
# 0          References for Cross Section of C2H4      C2H2/2H 
# Branching ratios for dissociation:                                              
# Lambda = 1236.-1973. A                                                          
#    McNesby, J. R., Okabe, H. (1964)                                             
#    Adv. Photochem. 3, 157                                                       
# Lambda = 1550.-1900. A                                                          
#    Back, R. A., Griffiths, D. W. L. (1967)                                      
#    J. Chem. Phys. 46, 4839                                                      
# Threshold:                                                                      
#    For dissociation from heats of formation                                     
# Lambda = 1960. A                                                                
#                                                                                 
# 0 Branching ratio for C2H4     Total        5 branches
#  Lambda  Total   
 1342.0 2.20E-17 
 1352.0 1.10E-17 
 1356.0 2.99E-17 
 1360.0 2.86E-17 
 1364.0 3.00E-17 
 1366.0 2.43E-17 
 1370.0 2.56E-17 
 1376.0 6.29E-18 
 1383.0 3.58E-17 
 1388.0 2.33E-17 
 1390.0 3.15E-17 
 1395.0 6.40E-18 
 1401.0 6.33E-18 
 1402.0 5.06E-18 
 1408.0 4.73E-18 
 1414.0 8.90E-18 
 1421.0 6.25E-18 
 1428.0 1.00E-17 
 1433.0 8.23E-18 
 1442.0 1.18E-17 
 1445.0 9.90E-18 
 1452.0 1.23E-17 
 1460.0 1.26E-17 
 1473.0 1.50E-17 
 1476.0 1.47E-17 
 1487.0 1.79E-17 
 1495.0 1.74E-17 
 1500.0 1.90E-17 
 1509.0 1.81E-17 
 1521.0 2.12E-17 
 1526.0 2.01E-17 
 1533.0 2.21E-17 
 1536.0 2.15E-17 
 1554.0 2.48E-17 
 1559.0 2.26E-17 
 1567.0 2.67E-17 
 1575.0 2.27E-17 
 1586.0 2.94E-17 
 1592.0 2.67E-17 
 1600.0 3.23E-17 
 1609.0 2.69E-17 
 1618.0 3.83E-17 
 1626.0 3.04E-17 
 1634.0 3.89E-17 
 1644.0 2.76E-17 
 1653.0 4.57E-17 
 1660.0 2.93E-17 
 1666.0 4.46E-17 
 1676.0 2.26E-17 
 1683.0 2.01E-17 
 1691.0 5.00E-17 
 1698.0 2.57E-17 
 1704.0 5.65E-17 
 1711.0 1.98E-17 
 1722.0 1.08E-17 
 1732.0 4.04E-17 
 1738.0 1.58E-17 
 1744.0 5.19E-17 
 1752.0 8.71E-18 
 1770.0 2.74E-18 
 1779.0 3.42E-18 
 1793.0 1.57E-18 
 1802.0 1.63E-18 
 1818.0 6.36E-19 
 1827.0 8.93E-19 
 1847.0 2.42E-19 
 1855.0 4.16E-19 
 1873.0 1.23E-19 
 1881.0 1.49E-19 
 1896.0 3.91E-20 
 1907.0 5.29E-20 
 1929.0 1.30E-20 
 1939.0 2.38E-20 
 1958.0 5.60E-20 
 1973.0 8.60E-20 
 1960.0 1.00E-35 
 7200.0 1.00E-35 
