# 0          References for Cross Section of N2        Total   
# Lambda = 9.9-247.2 A                                                            
#    Huffman, R. E. (1969)                                                        
#    Can. J. Chem. 47, 1823                                                       
# Lambda = 303.8-1037.6 A                                                         
#    Samson, J. A. R., Cairns, R. B. (1964)                                       
#    J. Geophys. Res. 69, 4583                                                    
# Lambda = 600.-978. A                                                            
#    Cook, G. R., Metzger, P. H. (1964)                                           
#    J. Chem. Phys. 41, 321                                                       
# Lambda = 798.-1000. A                                                           
#    Huffman, R. E., Tanaka, Y., Larrabee, J. C. (1963)                           
#    J. Chem. Phys. 39, 910                                                       
# Lambda = 796. A                                                                 
#    Lofthus, A., Krupenie, P. H. (1977)                                          
#    J. Phys. Chem. Ref. Data 6, 113                                              
#    (ionization threshold)                                                       
# Lambda = 1270.4 A                                                               
#    Huber, K.-P., Herzberg, G. (1979)                                            
#    Molecular Spectra and Molecular Structure, Vol. 4, Van Nostrand Reinhold, New
#    (dissociation threshold)                                                     
# Lambda = 972.5 A                                                                
#    Clark, K. C. (1952)                                                          
#    Phys. Rev. 87, 271                                                           
#    sigma = 1.45E-16                                                             
# Lambda = 972.5 A                                                                
#    Watanabe, K., Marmo, F. F. (1956)                                            
#    J. Chem. Phys. 25, 965                                                       
#    sigma = 1.12E-17                                                             
# Lambda = 972.5 A                                                                
#    Itamoto, F. K., Jr., Mcallister, H. C. (1961)                                
#    Contribution Nr. 29, Hawaii Institute of Geophysics, U. Hawaii               
#    sigma = 3.72E-16                                                             
# Lambda = 972.5 A                                                                
#    Cook, G. R., Metzger (1964)                                                  
#    J. Chem. Phys. 41, 321                                                       
#    sigma = 1.94E-16                                                             
# Lambda = 972.5 A                                                                
#    Huffman, R. E., Tanaka, Y., Larrabee, J. C. (1963)                           
#    J. Chem. Phys. 39, 910                                                       
#    sigma = 3.02E-16                                                             
# Lambda = 972.5 A                                                                
#    Samson, J. A. R., Cairns, R. B. (1964)                                       
#    J. Geophys. Res. 69, 4583                                                    
#    sigma = 3.59E-16                                                             
# Lambda = 972.5 A                                                                
#    Guertler, P., Saile, V., Koch, E. E. (1977)                                  
#    Chem. Phys. Lett. 48, 245                                                    
#    sigma = 3.57E-16                                                             
# Lambda = 972.5 A                                                                
#    Huffman, R. E. (1969)                                                        
#    Can. J. Chem. 47, 1823                                                       
#    sigma = 3.70E-16                                                             
# Lambda = 972.5 A                                                                
#    Geiger, J., Schroeder, B. (1969)                                             
#    J. Chem. Phys. 50, 7                                                         
#    sigma = 1.51E-16                                                             
# Lambda = 972.5 A                                                                
#    Guertler, P., Saile, V., Koch, E. E. (1977)                                  
#    Chem. Phys. Lett. 48, 245                                                    
#    (X singlet sigma g+ to b singlet pi u, v' = 3)                               
# Lambda = 972.5 A                                                                
#    Lofthus, A., Krupenie, P. H. (1977)                                          
#    J. Chem. Phys. Ref. Data 6, 130                                              
#    (line predissociates)                                                        
#                                                                                 
# 0          References for Cross Section of N2        N/N     
# Lambda = 522.2-790.2 A                                                          
#    Huffman, R. E. (1969)                                                        
#    Can. J. Chem. 47, 1823                                                       
#    (branching ratio for dissociation and ionization)                            
# Lambda = 303.8-790.1 A                                                          
#    Samson, J. A. R., Cairns, R. B. (1964)                                       
#    J. Geophys. Res. 69, 4583                                                    
#    (branching ratio for dissociation and ionization)                            
# Lambda = 600.-795. A                                                            
#    Cook, G. R., Metzger (1964)                                                  
#    J. Chem. Phys. 41, 321                                                       
#    (branching ratio for dissociation and ionization)                            
#                                                                                 
# 0          References for Cross Section of N2        N+N     
# Lambda = 304.-510.4 A                                                           
#    Kronebusch, P. L., Berkowitz, J. (1976)                                      
#    Int. J. Mass Spectr. Ion Phys. 22, 283                                       
#    (branching ratio for ionization and dissociative ionization)                 
#                                                                                 
# 0 Branching ratio for N2       Total        3 branches
#  Lambda  N2+     
  821.2  0.00E+00
  822.5  0.00E+00
  822.6  0.00E+00
  823.3  0.00E+00
  824.5  0.00E+00
  824.9  0.00E+00
  825.2  0.00E+00
  825.7  0.00E+00
  826.0  0.00E+00
  826.4  0.00E+00
  828.0  0.00E+00
  828.5  0.00E+00
  828.6  0.00E+00
  829.3  0.00E+00
  831.5  0.00E+00
  832.0  0.00E+00
  833.0  0.00E+00
  833.5  0.00E+00
  834.1  0.00E+00
  834.5  0.00E+00
  835.0  0.00E+00
  835.1  0.00E+00
  836.5  0.00E+00
  837.4  0.00E+00
  837.5  0.00E+00
  840.0  0.00E+00
  840.8  0.00E+00
  840.9  0.00E+00
  841.5  0.00E+00
  842.0  0.00E+00
  842.2  0.00E+00
  842.9  0.00E+00
  843.5  0.00E+00
  844.1  0.00E+00
  844.2  0.00E+00
  846.2  0.00E+00
  846.9  0.00E+00
  847.0  0.00E+00
  848.2  0.00E+00
  849.7  0.00E+00
  850.0  0.00E+00
  850.1  0.00E+00
  852.5  0.00E+00
  852.8  0.00E+00
  853.5  0.00E+00
  853.7  0.00E+00
  855.0  0.00E+00
  856.2  0.00E+00
  856.3  0.00E+00
  856.7  0.00E+00
  857.1  0.00E+00
  857.2  0.00E+00
  859.0  0.00E+00
  859.7  0.00E+00
  859.8  0.00E+00
  860.0  0.00E+00
  860.8  0.00E+00
  861.3  0.00E+00
  862.0  0.00E+00
  862.5  0.00E+00
  863.3  0.00E+00
  863.5  0.00E+00
  864.2  0.00E+00
  865.0  0.00E+00
  865.4  0.00E+00
  866.1  0.00E+00
  866.5  0.00E+00
  866.8  0.00E+00
  867.0  0.00E+00
  868.1  0.00E+00
  870.0  0.00E+00
  870.9  0.00E+00
  871.5  0.00E+00
  871.7  0.00E+00
  873.2  0.00E+00
  874.2  0.00E+00
  875.0  0.00E+00
  875.5  0.00E+00
  876.2  0.00E+00
  876.5  0.00E+00
  877.4  0.00E+00
  878.3  0.00E+00
  879.0  0.00E+00
  879.2  0.00E+00
  879.6  0.00E+00
  880.2  0.00E+00
  881.0  0.00E+00
  881.1  0.00E+00
  882.0  0.00E+00
  882.6  0.00E+00
  882.7  0.00E+00
  883.9  0.00E+00
  885.0  0.00E+00
  885.8  0.00E+00
  886.0  0.00E+00
  886.3  0.00E+00
  886.4  0.00E+00
  886.9  0.00E+00
  887.0  0.00E+00
  888.3  0.00E+00
  888.9  0.00E+00
  889.2  0.00E+00
  890.5  0.00E+00
  891.1  0.00E+00
  892.2  0.00E+00
  893.0  0.00E+00
  893.2  0.00E+00
  894.0  0.00E+00
  895.5  0.00E+00
  896.2  0.00E+00
  897.2  0.00E+00
  898.3  0.00E+00
  899.0  0.00E+00
  899.3  0.00E+00
  899.8  0.00E+00
  900.5  0.00E+00
  900.8  0.00E+00
  901.2  0.00E+00
  901.3  0.00E+00
  902.3  0.00E+00
  902.5  0.00E+00
  903.0  0.00E+00
  903.6  0.00E+00
  904.0  0.00E+00
  904.7  0.00E+00
  905.0  0.00E+00
  907.0  0.00E+00
  907.6  0.00E+00
  908.0  0.00E+00
  909.7  0.00E+00
  910.0  0.00E+00
  910.6  0.00E+00
  910.8  0.00E+00
  911.8  0.00E+00
  912.0  0.00E+00
  912.6  0.00E+00
  912.7  0.00E+00
  916.0  0.00E+00
  916.4  0.00E+00
  917.7  0.00E+00
  919.2  0.00E+00
  919.3  0.00E+00
  920.0  0.00E+00
  921.3  0.00E+00
  922.0  0.00E+00
  922.8  0.00E+00
  923.0  0.00E+00
  925.0  0.00E+00
  926.1  0.00E+00
  927.0  0.00E+00
  927.7  0.00E+00
  928.2  0.00E+00
  928.7  0.00E+00
  929.0  0.00E+00
  931.5  0.00E+00
  931.9  0.00E+00
  932.5  0.00E+00
  934.3  0.00E+00
  934.5  0.00E+00
  935.0  0.00E+00
  935.3  0.00E+00
  937.0  0.00E+00
  937.9  0.00E+00
  938.5  0.00E+00
  938.8  0.00E+00
  939.9  0.00E+00
  940.5  0.00E+00
  942.5  0.00E+00
  945.5  0.00E+00
  946.2  0.00E+00
  946.7  0.00E+00
  947.5  0.00E+00
  948.0  0.00E+00
  949.2  0.00E+00
  950.0  0.00E+00
  950.2  0.00E+00
  951.2  0.00E+00
  952.0  0.00E+00
  953.0  0.00E+00
  954.0  0.00E+00
  954.5  0.00E+00
  955.1  0.00E+00
  955.5  0.00E+00
  957.0  0.00E+00
  958.0  0.00E+00
  958.2  0.00E+00
  958.8  0.00E+00
  959.3  0.00E+00
  960.0  0.00E+00
  960.3  0.00E+00
  963.5  0.00E+00
  965.0  0.00E+00
  965.5  0.00E+00
  965.8  0.00E+00
  970.0  0.00E+00
  972.5  0.00E+00
  976.0  0.00E+00
  977.0  0.00E+00
  978.0  0.00E+00
  979.1  0.00E+00
  985.7  0.00E+00
  987.5  0.00E+00
  989.8  0.00E+00
  991.5  0.00E+00
  991.9  0.00E+00
  997.0  0.00E+00
 1000.0  0.00E+00
 1008.0  0.00E+00
 1025.7  0.00E+00
 1031.9  0.00E+00
 1037.6  0.00E+00
 1038.0  0.00E+00
 1270.4  0.00E+00
